wk_group,ed_group,age_group,binding,informal,lwh,fs_6_10,fs_11p,fs_6_10_inf,fs_11p_inf,fs_6_10_for,fs_11p_for,lwh_inf_p01,lwh_inf_p05,lwh_inf_p10,lwh_inf_p20,w,wp_formal,wp_fs_6_10,wp_fs_11p,wp_fs_for_6_10,wp_fs_for_11p,wp_fs_inf_6_10,wp_fs_inf_11p,trans_U2E,group_share,region,group_share_all,trans_F2U,trans_I2U
1,1,1,.7434402,.885613,-.2944989,.1190355,.3634291,.1194476,.3017891,.1158446,.8406616,-1.859226,-1.348401,-1.166079,-.8296069,.7449048,.3906462,-.0656141,.0377311,.2053079,.1691861,-.0733237,.0158892,.2155273,.0332272,26,.0039738,.021116,.0773151
2,1,2,.63323,.5599142,-.0545162,.0687432,.5631398,.0658558,.3320962,.0724168,.8570929,-1.676905,-1.27144,-.9837575,-.5782924,.9469432,.3091223,.1133434,.1200399,.0401929,.0842865,.1057219,.0746633,.2546942,.0568323,26,.0067969,.0230605,.0844348
3,1,3,.5198708,.4310462,.0744684,.1128002,.6159346,.1313165,.3816634,.098772,.7934213,-1.676905,-1.186698,-.9837575,-.5782924,1.077311,.0693133,.0177791,.0467632,-.0353679,.0537751,.0913058,.0043455,.1896605,.0542711,26,.0064906,.0131943,.0483101
4,1,4,.4281411,.3372188,.2056316,.0951267,.6935138,.1040383,.4217561,.0905925,.8317822,-1.676905,-1.146276,-.760614,-.4729319,1.228301,.0565957,.0042644,.0027254,.0065841,.0249484,.0126419,-.0248567,.177802,.1954866,26,.0233793,.0072258,.0264569
5,2,1,.5146271,.7818448,-.079101,.1390087,.5364212,.1402607,.4576527,.1345215,.8187195,-1.636083,-1.27144,-.9837575,-.760614,.9239466,.0406938,.0883709,.1728552,.1526086,.1732491,.0667908,.1848363,.092611,.0351654,26,.0042056,.0234017,.0856842
6,2,2,.4531146,.4509861,.1575698,.1073333,.673009,.1272162,.4703364,.0910006,.8394939,-1.859226,-.9837575,-.760614,-.2906103,1.170663,-.0553895,.0956384,.09998,.1270061,.1034979,.0637741,.1105783,.1175564,.0399765,26,.004781,.021672,.0793508
7,2,3,.3714297,.2948417,.2856706,.0987955,.7362948,.1013763,.5410032,.0977163,.8179504,-1.859226,-.760614,-.5374704,-.2906103,1.330654,.1089674,.0270589,.0069164,.0312207,.0767898,.090131,-.1202025,.1609368,.0302506,26,.0036178,.0133192,.0487675
8,2,4,.3004254,.2585287,.4114414,.0747213,.7597311,.1143119,.5257488,.0609173,.8413137,-1.676905,-.760614,-.4729319,-.2497884,1.508991,-.0170949,.1971967,.1362087,.1457034,.1180675,.2801333,.1620043,.1734202,.0875675,26,.0104727,.0062101,.0227378
9,3,1,.3947996,.4935012,.4228081,.1310247,.7013581,.128571,.6281008,.1334154,.7727356,-1.079068,-.4241417,-.2216175,-.0674668,1.526241,.3809853,.0287488,-.0351105,-.194018,-.4313982,.0488303,.188885,.1613416,.0206978,26,.0024754,.0340301,.1245995
10,3,2,.2960766,.4231867,.5047138,.0958957,.7860335,.1170766,.6755587,.0803561,.8670847,-1.27144,-.4729319,-.1397875,.0195445,1.656511,.0671807,.0466408,.0228297,-.0044575,-.0276513,.0944142,.0462848,.1809789,.123979,26,.0148273,.0172879,.0632988
11,3,3,.1898105,.2148246,.7099866,.0750558,.8139662,.1026752,.5901489,.0674991,.8752028,-1.27144,-.4729319,-.2906103,.0195445,2.033964,.292872,.1133837,.0622667,-.015294,.0009469,.3865952,.0808301,.1751722,.1020352,26,.0122029,.008981,.0328836
12,3,4,.1197576,.2409916,.9794098,.0720808,.8379781,.1274613,.6356416,.054497,.9022216,-1.079068,-.2906103,-.0674668,.0866839,2.662884,.1653302,.0484428,.175428,.0540064,.1797641,.0216291,.1387241,.1819437,.2205109,26,.0263721,.0045592,.0166933
1,1,1,.5652666,.7982171,-.2027142,.1400667,.3693835,.1529955,.3030643,.0889227,.6317301,-2.013377,-1.453761,-1.166079,-.8559241,.8165116,.0230945,.0209363,-.1020295,.0205738,.0066583,.0210377,-.1452294,.0681436,.030012,29,.0038414,.0177668,.0650521
2,1,2,.6285384,.6018972,-.0378044,.1150406,.5656019,.1142878,.402241,.1161788,.8125895,-1.453761,-1.27144,-.9837575,-.760614,.9629013,.1789444,.1389222,.01636,.0085824,-.1359089,.1429145,-.0469569,.0948171,.0494163,29,.006325,.0194029,.0710426
3,1,3,.5192304,.3273228,.1555139,.0887249,.6925721,.1251997,.3918583,.0709764,.8388985,-1.502551,-.9429356,-.9429356,-.4729319,1.168258,.140395,.1992351,.1522427,.1838942,.2225714,.2327695,.0441935,.0720828,.0446299,29,.0057124,.0111015,.0406476
