wk_group,ed_group,age_group,binding,informal,lwh,fs_6_10,fs_11p,fs_6_10_inf,fs_11p_inf,fs_6_10_for,fs_11p_for,lwh_inf_p01,lwh_inf_p05,lwh_inf_p10,lwh_inf_p20,w,wp_formal,wp_fs_6_10,wp_fs_11p,wp_fs_for_6_10,wp_fs_for_11p,wp_fs_inf_6_10,wp_fs_inf_11p,trans_U2E,group_share,region,group_share_all,trans_F2U,trans_I2U
1,1,1,.8857442,.9072914,-.3084075,.1285526,.3461286,.1326665,.3069901,.0882922,.7291566,-1.859226,-1.29961,-1.145026,-.8502261,.7346159,.2747175,-.1914295,.0214642,-.1859695,-.0491813,-.1825433,.0205415,.1014144,.0327299,26,.003863,.0231766,.088056
2,1,2,.6011598,.5971091,-.0985104,.0937444,.5387319,.0853032,.3433487,.1062549,.8283018,-2.146908,-1.389223,-1.048296,-.760614,.9061863,.0871887,.0662544,.0431178,.2175284,.2272159,.0319153,-.0113565,.2089685,.0566547,26,.0066868,.0235832,.0896006
3,1,3,.5160173,.4743755,.0939016,.1249315,.5538619,.1241557,.3332967,.1256317,.7529218,-1.676905,-1.166079,-.8559241,-.4729319,1.098452,.1292036,.1432325,.237508,.0912938,.2453609,.2292638,.1681002,.2280621,.0536729,26,.0063349,.0124223,.0471967
4,1,4,.4453667,.3355138,.1984341,.0914238,.70777,.1058647,.4632588,.0841323,.8312292,-1.772215,-1.117289,-.760614,-.4729319,1.219492,.0727836,.0076974,-.0379233,.0043203,-.0198177,.0275659,-.0592216,.1942431,.1914685,26,.0225986,.0076158,.0289352
5,2,1,.6916171,.7966908,-.0615756,.1118813,.6129267,.1136087,.55361,.1051123,.8453661,-1.676905,-1.27144,-.9429356,-.5374704,.9402819,-.0095272,.0542414,.1194833,.1840132,.193754,.0438292,.1278097,.1920747,.0338174,26,.0039914,.0242182,.0920132
6,2,2,.5329243,.442294,.1004269,.1037568,.6326216,.0868993,.4423671,.1171258,.7835048,-1.859226,-1.022978,-.801436,-.3928892,1.105643,.0618135,.0786165,.0502275,.0966518,.1099559,.1105387,-.0113836,.1790127,.0403424,26,.0047615,.0248528,.0944244
7,2,3,.3344835,.3090073,.2941913,.0878403,.7447732,.0919894,.5916436,.0859849,.8132517,-1.484533,-.8659745,-.4729319,-.2906103,1.342041,.0996678,.0550445,.146786,-.0347948,.1444521,.200503,.1329186,.127529,.0372553,26,.0043972,.0149897,.0569509
8,2,4,.3212271,.2723886,.3745129,.0768905,.7392073,.1327259,.4488549,.055988,.8479036,-1.964587,-1.079068,-.5782924,-.2497884,1.454283,.1402739,.0590922,.1467996,.0097889,.0752416,.0685308,.2061591,.1546623,.0883323,26,.0104257,.0079991,.0303914
9,3,1,.3280531,.5896063,.3211798,.149998,.6377955,.0702792,.62328,.2645288,.6586497,-.8559241,-.760614,-.3551489,-.1444278,1.378753,.2503721,.4672742,.2218237,.1895501,-.2879355,.2448724,.592423,.1658224,.0217498,26,.0025671,.0280908,.1067266
10,3,2,.321739,.3911564,.5096182,.0838538,.8152337,.1121085,.6783575,.0657013,.9031709,-1.166079,-.3551489,-.1082888,.0603665,1.664655,.0952302,.2410508,.1470997,.0694811,.079062,.3723073,.093775,.142364,.1278327,26,.0150878,.0187093,.071083
11,3,3,.197736,.2646576,.7217469,.0824439,.7874407,.0914891,.5640572,.0791884,.8678389,-.760614,-.4982497,-.2906103,-.0674668,2.058025,.224163,.057872,-.030532,-.0246269,-.0723006,.1483218,-.071375,.1739369,.09605,26,.0113366,.0093805,.0356397
12,3,4,.12254,.2362374,.9874915,.0714838,.8321336,.1155947,.6155897,.05784,.8991122,-1.166079,-.403939,-.1852498,.0221454,2.684492,.1676027,.0682374,.1845824,.0733383,.2291118,.0729925,.107167,.1588899,.220094,26,.0259773,.0043003,.0163385
1,1,1,.7571946,.8404973,-.2869505,.1277684,.3548419,.1392111,.30159,.0674711,.6354521,-1.859226,-1.453761,-1.389223,-1.048296,.7505488,.0798714,.0125125,-.0716933,.1237829,-.010014,-.0065038,-.0959149,.0782892,.0284213,29,.003627,.0192442,.0731155
2,1,2,.6457904,.6468321,-.0157664,.1105309,.5165863,.1105002,.3463084,.1105871,.8284528,-1.676905,-1.117289,-.8559241,-.5782924,.9843572,.0819701,.026471,.0514621,-.0297645,-.0569846,.0204539,.0463742,.0806874,.0466874,29,.0059581,.0195818,.074398
3,1,3,.5505097,.3221336,.1624174,.1262835,.6940786,.1521052,.4648784,.1140125,.8029985,-1.453761,-.8659745,-.5782924,-.4729319,1.176351,.1123974,.1976785,.0830492,.2214653,.2113252,.235767,-.2158044,.0566096,.0444163,29,.0056683,.0103146,.0391888
4,1,4,.3775482,.3287318,.3158597,.0928454,.6809122,.0838748,.4008096,.0972384,.8180833,-.9837575,-.6270826,-.3551489,-.1728274,1.371438,.0431643,.0091549,.0076522,-.0085471,-.0347608,-.0326615,.0382202,.0561198,.1662124,29,.0212116,.0063237,.0240258
5,2,1,.6627138,.7669376,-.0722867,.1425291,.5536237,.1381276,.4865637,.1570132,.774298,-1.453761,-1.097086,-.9429356,-.6960755,.9302642,.0489535,.1602553,.3078546,.6758965,.7007075,.0236126,.3184835,.039924,.038187,29,.0048733,.0201091,.0764013
6,2,2,.4586466,.4773772,.1833868,.0996224,.7017689,.1229516,.5803013,.0783129,.8127207,-1.636083,-1.166079,-.7324431,-.203599,1.201279,.1521841,.2317796,.3711706,.2647094,.1484743,.1087005,.5437969,.0996939,.0516514,29,.0065916,.020636,.0784034
7,2,3,.3414065,.1511001,.3406368,.1572454,.7007677,.239189,.4112546,.1426598,.7522997,-1.964587,-1.166079,-.2497884,-.0674668,1.405843,.1001527,.0905155,.1373845,.146733,.1926626,-.0390849,-.1051331,.1537337,.030595,29,.0039045,.0124464,.0472881
8,2,4,.265337,.1946517,.4866011,.0857712,.7835922,.1353111,.5082581,.0737975,.8501402,-.9837575,-.3776217,-.2906103,-.1627769,1.626778,.1334575,.0879964,-.0023235,.0325822,-.0418661,.1868972,.0197481,.0404695,.0995717,29,.0127071,.0066419,.0252349
9,3,1,.2958564,.3786244,.3036633,.1479447,.6213489,.1973308,.4857183,.1178521,.703993,-.9429356,-.9429356,-.2906103,-.1100264,1.354813,.059557,.4437811,.712528,.6086751,1.518909,.3217431,.3576739,.0274935,.0220297,29,.0028114,.0233246,.0886183
10,3,2,.3069663,.3054884,.5808536,.1055098,.7577456,.1369644,.6081936,.0916742,.8235276,-.801436,-.5782924,-.2906103,-.0266448,1.787564,.0653867,.0729798,.1495865,.0190531,.1064101,.1365408,.1737064,.0845211,.1097268,29,.014003,.0155349,.0590223
11,3,3,.1993833,.205431,.7750515,.0651442,.8287091,.1010956,.6535477,.0558493,.873996,-.878397,-.1852498,-.0674668,.1148548,2.170704,.0170193,.0345529,.0530289,.0856757,.0857069,-.0536105,-.0069666,.0718855,.106677,29,.0136138,.0077889,.0295927
12,3,4,.1172755,.1463562,1.134703,.0608234,.8588845,.1160033,.6620577,.0513629,.8926302,-1.32023,-.4729319,-.1320053,.1148548,3.11025,.1055182,.1231086,.0883612,.1261011,.1073396,.1342788,.0239286,.0612522,.2558238,29,.0326475,.0035707,.0135663
1,1,1,.5878018,.6671008,.0353618,.1089056,.4188043,.1054365,.2571333,.1158573,.7427787,-1.117289,-.760614,-.6736026,-.3551489,1.035994,.0129405,-.0054994,.0773819,.1384725,.1616308,-.0836611,.0726473,.223121,.0242944,31,.0045297,.0284825,.1082149
2,1,2,.3696923,.3763986,.2312139,.0934583,.6513316,.107455,.3207538,.0850101,.8508645,-1.676905,-.760614,-.4729319,-.2497884,1.260129,.0858351,.271473,.0691904,-.0096857,-.0433554,.6240395,.067782,.2956112,.0380183,31,.0070885,.0289821,.1101131
3,1,3,.2800824,.2554491,.3846896,.1078964,.6860562,.1620801,.2990105,.0893065,.8188483,-.760614,-.5508935,-.2906103,-.1627769,1.469158,-.0623205,.0297357,.0094111,-.045391,-.0074872,.1676888,.0454461,.3128198,.0477227,31,.0088979,.0152662,.0580015
4,1,4,.2226501,.2479732,.4997469,.0808723,.7377781,.1239897,.3633692,.0666548,.8612357,-1.291242,-.6354508,-.2906103,-.0674668,1.648304,.0411889,.1150909,.1006111,.036914,.0501653,.2217468,.1400447,.195914,.2182052,31,.0406842,.0093594,.0355594
5,2,1,.5525373,.544883,.1411019,.1181368,.5771684,.1049626,.4256733,.1339094,.758544,-1.166079,-.760614,-.5782924,-.2497884,1.151542,.0901374,.0391033,.0339229,.0211262,.0552371,.0665093,-.0004428,.1553798,.0536963,31,.0100116,.0297625,.1130781
6,2,2,.3644293,.3124868,.2913003,.0954526,.6649518,.0852428,.3908395,.1000931,.7895406,-1.166079,-.5374704,-.3551489,-.1082888,1.338166,.0876303,-.033667,-.0088041,-.0536722,-.0138674,-.008329,-.0431668,.3073572,.0505652,31,.0094278,.0305424,.1160412
7,2,3,.1725049,.1915198,.528424,.0912209,.7637324,.1362049,.3805791,.0805647,.854497,-.8559241,-.2906103,-.0674668,.0039922,1.696257,.2742573,.1131064,.1562644,.0733165,.0787486,.0211894,.1752385,.2022726,.033266,31,.0062024,.0184213,.0699889
8,2,4,.1246054,.1766307,.6749503,.0749683,.7866206,.1247446,.4569987,.0642901,.8573316,-1.048296,-.2216175,-.0674668,.0968362,1.963935,.0345642,-.1009007,-.105096,-.055458,-.069784,-.1929556,-.1978104,.2563828,.0963781,31,.0179696,.0098304,.037349
9,3,1,.3299132,.3718434,.3826405,.1198735,.7041364,.0856096,.5940396,.1401564,.7693092,-1.079068,-.5782924,-.2906103,-.0674668,1.466151,.1895307,.2022164,.2892886,.105534,.1508386,.2247375,.4591368,.1798335,.03069,31,.0057221,.0345217,.1311598
10,3,2,.2224541,.2592592,.5899968,.0950704,.7727626,.108144,.6052914,.0904946,.8313775,-.760614,-.1852498,-.0674668,.1148548,1.803983,.093075,.0073824,.0959564,-.0049808,.0301272,-.0267443,.2122485,.2176608,.13866,31,.025853,.0229924,.0873562
11,3,3,.0893763,.1695561,.9072976,.0790147,.8222616,.1293906,.6095124,.0687292,.8656998,-.9837575,.0195445,.1148548,.3098274,2.477618,.0353351,.023985,.015884,-.0272038,.0138326,.1948059,-.0191615,.1959557,.0923586,31,.0172202,.011528,.0437988
12,3,4,.0477177,.1787886,1.372223,.0692908,.8390495,.1062221,.6137832,.0612503,.8880929,-.4729319,-.0029283,.1556768,.4333085,3.944111,.0468639,.0829789,.1041616,.0131171,.0274642,.2503658,.28709,.1867596,.1761453,31,.0328421,.0052848,.0200789
1,1,1,.2911593,.7576723,.2207577,.1867931,.4042496,.1983235,.3017994,.1507415,.724575,-.8559241,-.4729319,-.2497884,-.0674668,1.247021,-.1726366,-.0008538,-.0899945,-.2064113,-.2573445,.0153381,-.1020657,.0566555,.0216246,33,.0034159,.0108612,.0412653
2,1,2,.3006078,.4921876,.3216953,.0969516,.5841293,.1059888,.3747212,.0881924,.7870943,-.8559241,-.3675714,-.2317699,-.0674668,1.379464,.1446508,.0356005,.0929724,.0148083,.0692255,.0462958,.0506436,.0837585,.0358837,33,.0056683,.0110517,.0419892
3,1,3,.3052254,.3824434,.3832924,.1593464,.5890653,.146918,.3976091,.167043,.7076313,-.6736026,-.3551489,-.2681375,-.0674668,1.467107,.0265986,.0770938,.0277098,.052894,-.0105007,.0516929,.0491576,.1065686,.0376661,33,.0059498,.0058214,.0221176
4,1,4,.1738822,.295389,.5528906,.1205333,.6330602,.1304248,.4088616,.1163866,.7270494,-1.166079,-.4729319,-.1082888,.0378937,1.73827,.080916,.1356653,.1969486,.1456571,.198475,.1137454,.1820547,.0566913,.1917381,33,.0302875,.003569,.0135598
5,2,1,.4941907,.63699,.1864325,.115097,.5334857,.1459344,.4014008,.0609851,.7652609,-1.166079,-.760614,-.3675714,-.2216175,1.204943,.0493852,.1103342,-.0149873,-.1440143,-.0088012,.1761108,-.0549017,.045243,.0288852,33,.0045628,.0113493,.0431198
6,2,2,.2624387,.4244785,.3441485,.1306111,.5941273,.1449813,.3913117,.1200122,.7437149,-1.166079,-.3551489,-.2497884,-.0674668,1.410788,.1953384,.1196185,.218291,-.026758,.0753623,.1457276,.1850919,.1326008,.0433016,33,.00684,.0116467,.0442497
7,2,3,.2241445,.2582937,.5500377,.1361557,.6657936,.1507377,.3921212,.1310776,.761098,-.878397,-.2497884,-.0266448,.1556768,1.733318,-.0957552,-.0846302,-.0182774,-.1009299,.00472,.0029335,-.0124336,.0522413,.0328956,33,.0051963,.0070246,.0266887
8,2,4,.125363,.2607296,.6813006,.0961437,.7185239,.1312368,.426698,.0837669,.8214465,-1.389223,-.2497884,-.0674668,.0195445,1.976447,.0726112,.1419748,.1101247,.0076457,.0008008,.3159661,.186509,.0607089,.1218841,33,.0192531,.0037486,.0142422
9,3,1,.1651289,.4323652,.5295441,.1242066,.5621667,.082875,.4305619,.1556887,.6624095,-.5269992,-.2497884,-.1627769,-.0674668,1.698158,-.00829,.0591489,.0958947,.058513,-.0282095,-.0452083,.3154552,.1337246,.0213887,33,.0033786,.0131641,.0500149
10,3,2,.1026121,.2896904,.7973703,.1080459,.7624705,.1689485,.5555738,.0832076,.8468506,-1.166079,-.2906103,-.0674668,.1556768,2.219696,.0489503,-.0056501,.0697828,.0768568,.1281424,-.1076708,.0072651,.0912783,.1055805,33,.0166778,.0087677,.0333114
11,3,3,.0633717,.1656704,1.075638,.0947035,.795879,.1388178,.5492138,.0859438,.8448586,-.6552535,.001526,.1148548,.2202153,2.931863,.0410748,.0342706,-.1271967,.0263343,-.14052,.0855836,-.0970943,.0678567,.0904563,33,.0142887,.0043959,.0167017
12,3,4,.0423727,.1969735,1.394517,.083533,.8252576,.1466725,.6178218,.0680456,.8761393,-.5374704,.0660646,.2426882,.5203198,4.033028,.0095915,.1136209,.1093881,.1592826,.0791527,-.0161019,.1933591,.0760819,.2686954,33,.0424439,.0020153,.0076566
1,1,1,.1866924,.7332215,.2343427,.1872758,.436313,.1904868,.340058,.1784507,.7008629,-1.29961,-.760614,-.4729319,-.2497884,1.264078,.0089425,-.075444,.0192584,-.1162735,.1178093,-.0608751,-.0089244,.1605565,.0159344,35,.0042316,.026311,.0999647
2,1,2,.0992184,.5081341,.4336559,.1272579,.6263068,.1164259,.4663942,.1384482,.7915084,-.9147646,-.450459,-.2681375,-.0674668,1.542888,.1630345,.0778978,.1539601,-.1106789,.0060382,.1895891,.1863437,.2953648,.0279553,35,.0074238,.0267725,.1017182
3,1,3,.0922146,.3712212,.5783586,.1084547,.7193073,.1336989,.5042388,.0935509,.8462804,-.5782924,-.1082888,-.0674668,.1148548,1.783109,.0742504,.0303058,.0905705,.0812959,.144588,.0040156,.0548239,.230422,.0417225,35,.0110799,.0141023,.0535795
4,1,4,.0711727,.2844474,.7270542,.0762503,.7822874,.1033721,.5175359,.0654688,.8875318,-.9429356,-.3551489,-.0674668,.1148548,2.068977,.0878301,.0483994,.0593342,.0299059,.0389492,.0579294,.0642764,.1533407,.1951573,35,.0518261,.0086458,.0328484
5,2,1,.2007693,.6588206,.2919978,.1360322,.6024402,.170678,.4814661,.0691308,.8360423,-1.048296,-.5374704,-.2906103,-.1627769,1.3391,.0454475,.1795109,.1420544,-.0187719,-.0034071,.2336559,.1776894,.1552946,.0562537,35,.0149388,.0274934,.1044571
6,2,2,.083942,.3854506,.5434473,.1134381,.7022763,.1184707,.5346233,.1102817,.8074297,-.760614,-.2906103,-.1627769,.001526,1.721933,.141513,.0130943,.0483268,-.0107023,-.0379214,.0015046,.1125806,.1759985,.0439053,35,.0116595,.0282139,.1071943
7,2,3,.0203489,.2634077,.7329694,.0988478,.7509857,.0776508,.5187566,.1064279,.8340315,-.9429356,-.2497884,-.1162569,-.0029283,2.081252,.2207417,.0670173,.1097989,-.0317935,.0768257,.2223338,.056181,.1968498,.0300758,35,.0079869,.0170169,.064653
8,2,4,.0269189,.2702347,.9237318,.082123,.7803797,.1160217,.5342715,.0695703,.8715144,-.760614,-.2497884,-.0674668,.2426882,2.518672,.0744252,.0381911,.1590562,-.0529699,.0659533,.1253613,.225032,.1738861,.0922386,35,.024495,.0090809,.0345015
9,3,1,.0658469,.4200755,.6244601,.1052297,.7483605,.120539,.5993763,.0941402,.8562791,-.4729319,-.2906103,-.0674668,.1148548,1.867238,.0899674,-.0653309,-.0039116,-.039576,.0240448,-.0870381,-.024777,.1463147,.0436715,35,.0115974,.0318898,.1211602
10,3,2,.0455856,.2727524,.886444,.0765998,.8253266,.1053177,.6735708,.0658292,.8822422,-.4729319,-.0674668,.1148548,.3098274,2.426486,.1222108,.0038287,.0127846,-.0244979,.0325806,.0761645,-.0428119,.2176426,.1397923,35,.0371234,.0212395,.0806963
11,3,3,.0162714,.2131045,1.278071,.0714484,.8534368,.1375705,.6478382,.0535414,.9091163,-.2497884,.1148548,.2426882,.492149,3.589707,-.0182207,.1851533,.1603668,-.0007866,.0173882,.4767446,.389027,.1767577,.0896816,35,.0238159,.0106491,.0404596
12,3,4,.0075308,.1836201,1.710548,.0470473,.8861053,.0925178,.69854,.0368201,.9282925,-.3551489,.1401725,.3379983,.6256804,5.531994,.0193748,.1465162,.1777207,.0827105,.1068613,.2214712,.2666134,.1673035,.2236116,35,.0593825,.0048819,.0185481
1,1,1,.2937624,.5634371,.2541071,.1001292,.6623146,.1009264,.5148536,.0991002,.8526308,-1.166079,-.4729319,-.2906103,-.0674668,1.28931,.0722786,-.0482683,-.0761516,.0562878,.0620218,-.0325151,-.1473217,.2414933,.0269852,43,.0038962,.022419,.0851775
2,1,2,.1842519,.3614445,.4292951,.0959329,.7059916,.1309378,.5201457,.0761189,.8111869,-.6960755,-.1544781,-.0674668,.0195445,1.536174,.0547169,-.0959805,-.0617381,.0063991,.0741306,-.1711131,-.2110444,.2649842,.0444209,43,.0064136,.0228122,.0866716
3,1,3,.110607,.2715685,.5214552,.0911213,.7639567,.1263076,.5080639,.0780034,.8593568,-1.079068,-.2497884,-.0266448,.0603665,1.684477,-.0917136,-.0827824,-.0464451,-.1023561,-.0034234,-.015077,-.0863811,.3120984,.0421841,43,.0060906,.0120162,.0456538
4,1,4,.0916683,.2248222,.6249001,.072691,.7824873,.114092,.4943728,.0606836,.8660482,-.8559241,-.2497884,-.0674668,.0458619,1.868059,-.0059405,.0253903,.0426026,.0167423,.0353412,.0385654,.0547801,.2274791,.2272949,43,.0328173,.0073669,.0279893
