wk_group,ed_group,age_group,binding,informal,lwh,fs_6_10,fs_11p,fs_6_10_inf,fs_11p_inf,fs_6_10_for,fs_11p_for,lwh_inf_p01,lwh_inf_p05,lwh_inf_p10,lwh_inf_p20,w,wp_formal,wp_fs_6_10,wp_fs_11p,wp_fs_for_6_10,wp_fs_for_11p,wp_fs_inf_6_10,wp_fs_inf_11p,trans_U2E,group_share,region,group_share_all,trans_F2U,trans_I2U
1,1,1,.761621,.9050361,-.2874784,.1301802,.3211041,.1202945,.2815598,.2243941,.6979738,-1.859226,-1.36675,-1.079068,-.801436,.7501528,.4557895,-.1059824,.0462587,.1392025,.2803148,-.1250126,.0221784,.3290457,.0318836,26,.0038019,.0230887,.0889386
2,1,2,.6229856,.5460082,-.0479208,.0822748,.557221,.0827155,.3346997,.0817449,.8248436,-1.790233,-1.27144,-.9837575,-.5374704,.9532093,.1691972,.1183314,.1011074,.1349663,.1821885,.1115154,.0094107,.2434141,.0513949,26,.0061285,.0292647,.112729
3,1,3,.5124094,.4577104,.1299236,.1053133,.6109776,.133138,.3604929,.0818284,.822395,-1.676905,-1.137908,-.801436,-.4729319,1.138741,.092919,-.0019045,.0231874,-.0982324,-.0292722,.0774623,.0099521,.1622221,.053093,26,.006331,.0133975,.051608
4,1,4,.4373292,.3408665,.2160236,.0967394,.6930709,.113169,.4492412,.0882429,.8191658,-1.825325,-1.057866,-.760614,-.444761,1.241132,.1175595,.033018,.0201902,.0496228,.0793401,.0473846,-.0289003,.1442842,.1929995,26,.0230139,.0091224,.0351398
5,2,1,.585156,.7768608,-.1005232,.1311219,.5399272,.1215754,.4613326,.1643582,.8135546,-1.559122,-1.27144,-.9837575,-.6805712,.9043642,.0906316,.0911359,.1411834,.1465118,.2041479,.0888635,.1324822,.1240857,.0384335,26,.0045829,.026056,.1003688
6,2,2,.4611979,.4787346,.0753757,.110487,.5828143,.1225463,.3772673,.0994117,.7715904,-1.453761,-1.079068,-.801436,-.5782924,1.078289,.0489992,.0315459,.1421765,-.0667286,.1608345,.1201148,.1137389,.1685836,.0393693,26,.0046945,.025837,.0995252
7,2,3,.3853087,.3367216,.2628877,.0907477,.7551858,.0953159,.6333856,.0884287,.8170192,-2.08237,-.9429356,-.4729319,-.2497884,1.300681,.0132114,.0404781,.0006969,.0100554,-.0083949,.0849889,.0099741,.2736897,.0363542,26,.004335,.018886,.0727496
8,2,4,.2942868,.2873249,.3975249,.0861641,.7272735,.1067878,.4709607,.0778494,.8306096,-1.816667,-.6270826,-.3859206,-.0674668,1.488137,.0296046,-.0343484,-.0035274,-.0326353,.016412,-.0280375,-.036569,.1770013,.0908335,26,.0108313,.0093268,.0359274
9,3,1,.355466,.5089017,.3035163,.1874331,.6159739,.1774449,.5005695,.1977833,.735562,-1.676905,-.8559241,-.4241417,-.1444278,1.354614,.6618592,.2856115,.1926345,.0829291,-.2464805,.2828627,.302309,.066792,.0209669,26,.0025002,.03004,.1157156
10,3,2,.3107012,.3598961,.4725058,.0800794,.7912003,.1087968,.6354971,.0639331,.8787438,-1.27144,-.760614,-.2906103,-.0674668,1.604008,.0650991,.0324529,-.0148434,-.0310997,-.0078334,.1218837,-.0577888,.1958084,.1271183,26,.015158,.0199194,.0767303
