wk_group,ed_group,age_group,binding,informal,lwh,fs_6_10,fs_11p,fs_6_10_inf,fs_11p_inf,fs_6_10_for,fs_11p_for,lwh_inf_p01,lwh_inf_p05,lwh_inf_p10,lwh_inf_p20,w,wp_formal,wp_fs_6_10,wp_fs_11p,wp_fs_for_6_10,wp_fs_for_11p,wp_fs_inf_6_10,wp_fs_inf_11p,trans_U2E,group_share,region,group_share_all,trans_F2U,trans_I2U
1,1,1,.7567935,.8887742,-.253837,.0955092,.3759414,.086897,.3252189,.1643267,.78125,-1.636083,-1.206901,-.9837575,-.760614,.7758182,.1259579,-.0944533,.0024159,.3423553,.4067021,-.1223655,-.0220201,.1285054,.0321001,26,.0038158,.0221504,.08436
2,1,2,.6120189,.564544,-.0643361,.0906336,.5344163,.087971,.3053498,.0940854,.8313881,-1.790233,-1.453761,-.9837575,-.6736026,.9376898,.3665055,.0578074,.0734738,.050905,.0303256,-.0022227,.0411949,.2306592,.0533953,26,.0063472,.030413,.1158281
3,1,3,.4503901,.4581453,.1171475,.1094548,.5660974,.1002698,.2992955,.1172209,.7916821,-1.676905,-1.079068,-.8406566,-.5782924,1.124285,.106489,.0314479,.0829773,.0307522,.1104641,.0450414,.0205156,.1893395,.0510525,26,.0060687,.0160425,.061098
4,1,4,.4548909,.3192992,.2018342,.0895049,.7028028,.0932078,.451799,.0877679,.8205423,-1.716125,-.9837575,-.760614,-.4729319,1.223645,.0697781,-.0561917,-.0194998,-.0625722,.0006264,-.0248163,-.0488021,.1636415,.1941395,26,.0230778,.0078394,.0298566
5,2,1,.6130584,.6936017,-.0056112,.1016793,.6633977,.1139337,.559195,.0739389,.8992841,-1.676905,-1.27144,-.9429356,-.4729319,.9944046,.013092,.1225919,.0946286,.0317817,.0259492,.1425785,.0981168,.1529837,.0388489,26,.004618,.0286277,.109029
6,2,2,.5765517,.491768,.0960061,.1059708,.6350968,.1310795,.4546472,.0816755,.8097009,-1.676905,-.9837575,-.760614,-.3551489,1.100766,-.0043234,-.002335,-.0248973,-.0774567,-.0387842,.0595713,-.0162165,.1551891,.0443038,26,.0052665,.0239292,.0911345
7,2,3,.3950481,.3123469,.2653984,.072177,.760837,.0653037,.5882121,.075299,.8392469,-1.549071,-.760614,-.4729319,-.2497884,1.30395,.3161756,.0100305,-.0350665,.0580013,.0530888,.0056526,-.1086586,.2087949,.0316456,26,.0037618,.0125865,.0479356
8,2,4,.3030856,.2613278,.4362091,.0800522,.7587174,.1362097,.4911338,.0601849,.8533832,-1.571544,-.760614,-.403939,-.1627769,1.546832,-.0030723,-.0863273,-.0047263,-.1574244,-.0131557,.0003165,-.0394354,.1607477,.0913351,26,.0108572,.0074348,.0283154
9,3,1,.334916,.5543257,.3551329,.1224601,.6703697,.1578329,.5097881,.0784636,.8700998,-1.676905,-.760614,-.3551489,-.1627769,1.42637,.2250281,.2159335,.1668404,.2102388,-.0558334,.213007,.2641075,.1365229,.0205958,26,.0024483,.0356191,.1356555
10,3,2,.3086953,.3926307,.4752715,.0822699,.8014426,.088025,.6897724,.0785496,.8736312,-1.27144,-.5782924,-.2497884,-.0674668,1.608451,.0299699,.0201736,.0005311,-.0991379,-.0538881,.1481415,.0076307,.1469564,.1267571,26,.0150679,.0178182,.0678608
11,3,3,.1904399,.238052,.7258164,.0846761,.7973819,.1081434,.5587953,.0773443,.8719224,-1.27144,-.4729319,-.1627769,-.0029283,2.066417,.3114612,.1918854,.1844331,.160001,.1673842,.1987217,.1275232,.1985951,.1008812,26,.011992,.0107327,.0408755
12,3,4,.0998276,.228486,1.052762,.072601,.8409399,.1273289,.6184314,.0563932,.9068365,-1.206901,-.2906103,-.0674668,.1148548,2.865555,.131082,.0469744,.1752648,.0669668,.1998288,.0146353,.1420036,.1779925,.2149451,26,.025551,.0054429,.0207292
1,1,1,.5354299,.7560524,-.2340106,.1372105,.433756,.1638637,.3437084,.0546059,.7128351,-2.013377,-1.636083,-1.453761,-.8559241,.7913535,.0760352,.0479989,.1923702,-.0036703,.1434906,.0535933,.1884769,.1159065,.0309437,29,.0039364,.0156396,.0595635
2,1,2,.643501,.5886931,-.0587199,.1172419,.5702171,.1209725,.3979645,.1119024,.816758,-1.453761,-1.166079,-.9837575,-.760614,.9429709,.0402038,.2174736,.0269641,.1167465,-.0050617,.243075,.0090533,.0776194,.0476408,29,.0060604,.0214735,.081782
3,1,3,.4507996,.3552984,.1495692,.1260186,.6682402,.1746945,.3673063,.0991931,.8340864,-1.453761,-.9147646,-.6270826,-.5137539,1.161334,.2503575,.1898706,.0578786,.0800118,.1539427,.6351467,-.1401678,.0957669,.0435891,29,.005545,.011327,.043139
4,1,4,.3905965,.3421058,.2776145,.0949995,.6808385,.1067014,.392796,.0889146,.8306209,-1.27144,-.760614,-.3551489,-.1627769,1.319977,.0095202,.0368338,.0089979,.0301659,.0072994,.0444473,.0069299,.0543979,.1608613,29,.0204632,.0055351,.0210807
5,2,1,.6040393,.6689286,-.0224931,.1771569,.595414,.1964819,.4963194,.1381109,.7956345,-1.389223,-.9837575,-.760614,-.5599433,.9777579,.081405,-.1409095,.117714,.1511398,.2540719,-.216224,.1784368,.0457527,.0402562,29,.005121,.020213,.0769814
6,2,2,.4529268,.442421,.1804088,.089358,.7064297,.0950345,.5521258,.0848539,.8288649,-1.389223,-.9837575,-.7242464,-.3551489,1.197707,-.000442,.0810824,.0998055,.172376,.0618561,-.026285,.194457,.045446,.0537838,29,.0068419,.0168955,.0643467
7,2,3,.312474,.2351084,.369875,.1643943,.694144,.1805585,.5364944,.1594258,.7426015,-1.636083,-.760614,-.2497884,-.0674668,1.447554,.1624687,.0740606,.157283,.078366,.1427471,.0533744,.1692857,.1305431,.0315972,29,.0040195,.0088868,.0338456
8,2,4,.2638274,.1896466,.4868343,.0782399,.8004302,.108694,.5043247,.0711128,.8697277,-1.328598,-.5374704,-.2906103,-.0674668,1.627157,.1267323,.0356421,-.0149365,-.0479974,-.0804747,.2352046,.0727581,.0826276,.0976016,29,.0124159,.0052494,.0199924
9,3,1,.3610598,.3058815,.3046062,.1574942,.5834528,.0750954,.3806601,.1938054,.6728187,-.9429356,-.9429356,-.8167034,-.2497884,1.356091,.1507506,.0743151,.265724,.0626419,.3660195,.045673,.0788109,.0465075,.0231669,29,.0029471,.0251493,.0957814
10,3,2,.2809214,.3210174,.5792003,.0954861,.7767559,.1534697,.6037808,.068072,.8585371,-.760614,-.403939,-.0674668,-.0674668,1.784611,.0602843,.0655187,.1022257,.0207611,.0849629,.1091983,.0916139,.0863159,.1159326,29,.0147478,.0125808,.047914
11,3,3,.21268,.1868481,.7640875,.0582977,.8593646,.0979037,.6983626,.0491969,.89636,-.5782924,-.2497884,-.0674668,.1148548,2.147034,-.0122192,.1880844,.1216022,.2545768,.1017818,.0999741,.2763329,.076245,.1015554,29,.0129189,.007578,.0288607
12,3,4,.119695,.1583991,1.145011,.0654885,.8695906,.1151946,.725024,.0561332,.8967997,-.878397,-.2906103,-.0674668,.1148548,3.142476,.0996198,.1097992,.0883892,.1029059,.1051335,.1457985,.0245263,.0628356,.2530715,29,.0321933,.003843,.0146361
1,1,1,.6063909,.7030472,.0292255,.0800923,.426923,.0665723,.2812752,.1121015,.7717499,-1.453761,-1.011928,-.5782924,-.3551489,1.029657,.0145355,.2543766,.248718,.187642,.2432769,.3286989,.2475296,.2996899,.021979,31,.0040901,.0229832,.0875318
2,1,2,.3798424,.4058366,.2053027,.1068828,.6046703,.1082574,.2726215,.1059438,.8314724,-1.676905,-.8559241,-.450459,-.2497884,1.227897,.1567113,.0771413,.0452259,-.1193291,-.0616457,.1700728,.0402218,.3120306,.0376145,31,.0069998,.0315565,.120183
3,1,3,.2865075,.2764492,.3655977,.0923359,.6878885,.1105099,.3550666,.0853921,.8150507,-1.27144,-.5782924,-.2906103,-.0674668,1.441375,-.0495402,.0623033,.100882,.0124263,.0690869,.169578,.1794862,.3250278,.0485146,31,.0090283,.0166457,.0633951
4,1,4,.202718,.2326849,.5035575,.079641,.7520424,.1102229,.3767476,.0703671,.8658489,-1.32023,-.6960755,-.2906103,-.0674668,1.654597,.0354766,.1031533,.1061487,.0749464,.1013325,.1615905,.0949037,.2087119,.2222917,31,.041367,.0081342,.0309791
5,2,1,.5782868,.5011978,.1463704,.1106453,.6014132,.0914862,.4358061,.1298964,.7678156,-1.166079,-.760614,-.4729319,-.2497884,1.157625,.0818109,.1053805,.1125696,.1177127,.1397427,.0977626,.0877934,.1928485,.0577396,31,.010745,.0297041,.1131283
6,2,2,.3618135,.3052545,.2891535,.0891148,.6553019,.0881608,.3303571,.089534,.7980749,-1.166079,-.760614,-.3551489,-.1082888,1.335297,.0734659,-.0975233,-.0209686,-.1176828,-.0267216,-.0602301,-.0444197,.3124077,.0475765,31,.0088537,.0248289,.0945609
7,2,3,.1624982,.1758338,.5693093,.0933615,.7755489,.1674737,.3731205,.0775498,.861406,-.760614,-.2497884,-.0674668,.0195445,1.767046,.207132,.0328097,.1051326,-.0641414,.026891,.1212328,.1167971,.270947,.034398,31,.0064013,.0130597,.0497379
8,2,4,.1327203,.193601,.6836159,.0733227,.7918279,.1061999,.4723812,.0654296,.868521,-1.079068,-.3551489,-.0674668,.0603665,1.981028,.0277043,.0316431,-.0145702,.0392624,.0148996,.0721187,-.0814088,.2890041,.0923386,31,.0171836,.0077143,.02938
9,3,1,.3566,.3626792,.3447472,.1340871,.6782818,.125162,.5036219,.1391661,.7776752,-1.166079,-.5782924,-.2906103,-.0674668,1.411633,.0946224,.1736442,.2309538,.130575,.1957667,.2230559,.238904,.1704497,.03413,31,.0063514,.0369583,.1407559
10,3,2,.2168663,.2471966,.5772569,.096634,.7606904,.1004245,.6080395,.0953893,.810816,-.8597049,-.2216175,-.0674668,.1148548,1.781146,.1457925,.0430894,.0729063,.0861094,.0383898,-.1192902,.1317286,.2345579,.1355595,31,.0252267,.0184881,.0704122
11,3,3,.1014604,.1590958,.8834066,.0647262,.831917,.1299576,.6013072,.0523846,.8755475,-.5242252,-.0335653,.1148548,.3379983,2.419127,.0341751,-.0359393,-.0427893,-.0080262,-.0381972,-.1112188,-.0468999,.2034141,.0936341,31,.0174247,.0111362,.0424124
12,3,4,.053996,.18423,1.412772,.0732926,.8397052,.1280907,.6072329,.0609173,.8922057,-.3551489,-.0674668,.1148548,.4025369,4.107325,-.0386377,.040162,.0910223,.0039747,.0204364,.1043687,.2691417,.1532373,.1742238,31,.0324219,.0056475,.0215086
1,1,1,.5672575,.6977799,.1196892,.1621046,.419492,.1328151,.3255935,.2297294,.6362892,-.878397,-.5782924,-.4729319,-.2497884,1.127146,.0679329,.1065777,.300147,.3044844,.4821305,.0892563,.2236933,.0631562,.0241229,33,.0038782,.0097552,.0371528
2,1,2,.3073101,.4416393,.3155453,.1264675,.5677292,.1453897,.374222,.1115008,.7207851,-.6270826,-.2906103,-.2317699,-.0674668,1.371007,.0529645,-.0455959,-.0637657,-.1054137,-.1451264,.0122026,-.01217,.073891,.0354733,33,.0057029,.0133941,.0510116
3,1,3,.3124472,.3617001,.3871959,.1303365,.6445621,.1192369,.4421984,.1366262,.7592338,-.5374704,-.2497884,-.1852498,.0278435,1.472845,.0819298,.0530611,.0025587,.0170433,-.0448516,.088416,.0414859,.096895,.0381622,33,.0061352,.0070652,.026908
4,1,4,.1740409,.3083231,.5478268,.1136084,.6331399,.1267822,.4061385,.107736,.7343284,-.7197919,-.2906103,-.0674668,.0195445,1.72949,.063425,.0591288,.1335192,.0700955,.1198431,.0153819,.1402721,.0918978,.1942757,33,.0312331,.0034526,.0131491
5,2,1,.5262712,.6588458,.1890991,.1332062,.4945058,.1437948,.3729654,.1127571,.7292277,-1.166079,-.5470399,-.2906103,-.1082888,1.208161,.0248253,.0525748,-.1101402,-.1305015,-.136844,.175355,-.1607149,.0434135,.0242521,33,.0038989,.0126079,.0480172
6,2,2,.2480378,.3928163,.3484766,.1263439,.6116181,.1718045,.3833602,.0969333,.7592891,-.8559241,-.2906103,-.1852498,-.0674668,1.416907,.1815921,-.0111798,.0954447,-.2423297,-.08718,.0694792,.0872526,.1087916,.0452982,33,.0072825,.0105386,.0401363
7,2,3,.2339803,.2431737,.5349333,.1167989,.6958116,.1516854,.4686066,.1055897,.7688142,-.878397,-.2906103,-.1444278,-.0266448,1.707334,-.0799579,-.0199234,.1254299,.0327809,.1259317,-.1607259,.1236279,.0596981,.0324741,33,.0052208,.0055432,.0211112
8,2,4,.1217068,.2474359,.7060463,.0958183,.7197085,.1231594,.4338065,.0868288,.8137104,-.9837575,-.2216175,-.0674668,.1148548,2.025965,.0561476,.0491617,.0653362,.0057114,.0179533,.1009585,.1223501,.0855547,.1257336,33,.0202138,.0032743,.0124703
9,3,1,.2308415,.3557673,.5232436,.1461664,.5834045,.1802502,.2789852,.1273441,.7515152,-.3551489,-.1627769,-.0876695,-.0029283,1.687492,-.053685,.0533106,.1551585,-.0415686,.0500922,.2589627,.509991,.087058,.0221062,33,.0035539,.0156869,.0597438
10,3,2,.144915,.2847197,.7606947,.1106025,.7689241,.136235,.6107252,.1003994,.8318956,-.6270826,-.2216175,.001526,.1556768,2.139762,-.0056637,.0003009,.1435943,.0753275,.214307,-.1041599,.0591004,.0991374,.1049978,33,.0168802,.0078473,.0298864
11,3,3,.0430998,.1837006,1.070037,.1085778,.7809871,.1152586,.5450091,.1070743,.8340917,-.6960755,-.0674668,.0378937,.1556768,2.915488,.0125078,.0271322,-.1470924,.0536418,-.1382664,-.0690028,-.1628474,.1061814,.09176,33,.014752,.0047268,.0180019
12,3,4,.0424752,.1968837,1.35385,.0863595,.8122572,.1266543,.60212,.0764812,.8637723,-.4729319,-.0674668,.210165,.4483464,3.872306,.0183662,.1745427,.1336205,.1394507,.0644617,.1451348,.2618153,.0885563,.261344,33,.0420155,.0023971,.0091293
1,1,1,.1989731,.7577291,.2762418,.1692807,.4858993,.1416164,.4313729,.2558035,.6564364,-1.166079,-.760614,-.3675714,-.0674668,1.318167,.0617472,-.0464375,-.0294654,.0084819,.2451593,-.0414795,-.0697326,.1502424,.0157973,35,.0041567,.0243275,.0926515
2,1,2,.1177378,.473096,.430944,.1290734,.6283037,.1169898,.4535519,.1399231,.7852097,-.9837575,-.4729319,-.1852498,-.0494483,1.538709,.0769772,.0390832,.2013609,-.0671833,.1076778,.09136,.2050486,.271284,.0275821,35,.0072575,.0334022,.1272125
3,1,3,.0637207,.3800634,.5621541,.0895454,.7283559,.1082109,.5066039,.0781022,.864305,-.760614,-.2216175,-.0674668,.0866839,1.754448,.0633529,.0966925,.1169543,.0206556,-.0089248,.1258543,.2084138,.2228634,.0382294,35,.0100591,.0176193,.0671031
4,1,4,.0623211,.2860898,.7400278,.0763428,.7814741,.1126961,.5075595,.0617748,.8912416,-.760614,-.3551489,-.0674668,.1148548,2.095994,.0613582,.0621164,.0640975,-.0361571,-.0172269,.174132,.1279529,.1573608,.194433,35,.0511601,.00861,.0327911
5,2,1,.1995532,.6311626,.298428,.1272956,.6068802,.1589448,.4776917,.0731369,.8279505,-1.27144,-.5782924,-.3234002,-.1627769,1.347739,.127401,.0643927,.0518982,-.0089868,.0333885,.0874327,.0396969,.1312741,.0538688,35,.0141742,.0314415,.1197451
6,2,2,.0607214,.3677824,.5736568,.1195159,.7187769,.1379974,.545463,.1087646,.8195994,-.760614,-.2906103,-.0674668,.0195445,1.774745,.2445694,.0965216,.1221005,.0884759,.0390157,.1039866,.2274995,.1844608,.0433478,35,.0114059,.0262811,.1000918
7,2,3,.0362299,.2374461,.7333578,.1003712,.7652939,.1325785,.5300537,.0903424,.8385437,-.9429356,-.2497884,-.0674668,.0378937,2.08206,.2606676,.0737111,.1434557,.0237379,.1444013,.1953078,.0505801,.1217867,.0290354,35,.0076399,.0138235,.0526471
8,2,4,.0376011,.2651527,.9106261,.0854296,.8067807,.1058794,.6129062,.0780507,.8767359,-.9837575,-.2906103,-.0674668,.1920444,2.485878,.0454354,.0078161,.0979284,-.0511918,.0361762,.0775329,.1554724,.1881371,.0909766,35,.0239382,.0081655,.0310984
9,3,1,.0832567,.4040118,.5870289,.1066383,.7289777,.115648,.5684274,.1005308,.8378124,-.9147646,-.3551489,-.2497884,.0195445,1.798637,.0567,-.0012689,.0631667,.0314876,.0897661,-.0263945,.047591,.1397271,.0456226,35,.0120044,.03912,.1489886
10,3,2,.0494643,.2792201,.9017205,.075251,.8192062,.1155532,.6581983,.0596385,.8815785,-.4729319,-.0674668,.1148548,.3098274,2.463839,.0712619,-.0124019,.0271416,-.0244105,.0514974,.0213888,-.020701,.222129,.1391267,35,.0366077,.0195695,.0745306
11,3,3,.0114282,.1893133,1.24983,.0651879,.8626675,.1302165,.6525675,.0500023,.9117305,-.5092996,-.0674668,.1556768,.3537466,3.48975,.1245242,.0925553,.182309,-.0188894,.0757494,.1741549,.2764902,.1939293,.0925563,35,.0243538,.0117876,.044893
12,3,4,.0047496,.193989,1.698448,.0487249,.8829023,.0913337,.6991729,.0384699,.9271219,-.1852498,.1556768,.3968388,.6256804,5.465459,.0559635,.1057286,.1614437,.0501646,.0585479,.102901,.268883,.1784961,.229424,35,.0603671,.0059778,.0227666
1,1,1,.2277856,.5775237,.2345007,.1403872,.6143136,.1646318,.4534271,.107245,.8342448,-1.27144,-.5935599,-.2906103,-.0674668,1.264277,.1467678,.1299051,.2434294,.120337,.1877268,.1272064,.2875719,.2735072,.0285904,43,.0041151,.0190856,.0726878
2,1,2,.2137595,.3380919,.4111195,.0893906,.690385,.0961921,.476177,.0859165,.799799,-.9837575,-.2906103,-.1082888,-.0384793,1.508506,.0881771,.0040435,.036108,.1035767,.177423,-.0480644,-.1289598,.343792,.0420481,43,.0060521,.026205,.0998019
3,1,3,.1416187,.2603528,.495946,.0863325,.7572122,.091494,.5016207,.0845157,.8471794,-1.079068,-.3551489,-.0674668,.0995873,1.642051,.0382969,-.1528799,-.0708527,-.1182356,.0009504,-.1953648,-.1772974,.2278948,.0438386,43,.0063098,.0138228,.0526443
4,1,4,.0946874,.2221102,.6342199,.0773095,.764226,.0954372,.5045859,.0721335,.8383608,-.6916212,-.2365431,-.0674668,.0378937,1.885551,.0600675,.0162989,-.0034105,-.0282631,-.0437428,.0792114,.043376,.2215547,.2313801,43,.0333031,.0067548,.0257256
5,2,1,.3237821,.4551319,.3051485,.0965629,.7379903,.1230296,.5689313,.074455,.8792064,-1.166079,-.3187813,-.1627769,-.0249072,1.356827,.0064261,.0428789,.0174093,-.124726,-.0772218,.1586652,.0292323,.2392758,.0511451,43,.0073614,.0246667,.0939435
6,2,2,.1221499,.2570865,.5081298,.0935899,.7683945,.1179871,.5271209,.0851472,.8518876,-.5980951,-.0674668,.0221454,.1148548,1.66218,.0448733,.0235918,-.0288307,.0461956,.0247169,.0744158,-.0836382,.2693062,.0479972,43,.0069084,.0206183,.0785249
7,2,3,.1266646,.1838865,.6999092,.0968384,.7737953,.1200361,.4929175,.0916115,.8370826,-1.246122,-.2906103,-.1627769,.1556768,2.01357,.1253742,-.1866416,.0533252,-.1652881,.0487468,-.3768978,-.0825556,.2693084,.031074,43,.0044726,.010845,.0413031
