wk_group,ed_group,age_group,binding,informal,lwh,fs_6_10,fs_11p,fs_6_10_inf,fs_11p_inf,fs_6_10_for,fs_11p_for,lwh_inf_p01,lwh_inf_p05,lwh_inf_p10,lwh_inf_p20,w,wp_formal,wp_fs_6_10,wp_fs_11p,wp_fs_for_6_10,wp_fs_for_11p,wp_fs_inf_6_10,wp_fs_inf_11p,trans_U2E,group_share,region,group_share_all,trans_F2U,trans_I2U
1,1,1,.7876263,.9379485,-.2943206,.1259754,.3177238,.1305673,.2887584,.0565657,.7555556,-1.859226,-1.32023,-1.079068,-.760614,.7450376,.6667557,-.1918319,-.0834058,-.0292486,.186918,-.1901366,-.1072246,.1706573,.0317031,26,.0037849,.0280533,.0995702
2,1,2,.6471946,.5907875,-.0854501,.0825542,.5208293,.0844901,.3075495,.0797593,.8287451,-2.013377,-1.32023,-.9837575,-.6736026,.918099,.3668045,.0387798,.0799138,-.0065629,.0768881,-.0045153,.0043514,.2511614,.0513354,26,.0061288,.0262044,.0930079
3,1,3,.5215944,.4506086,.1001847,.1086862,.5892678,.1012546,.3320583,.1147816,.8002299,-1.453761,-1.166079,-.9147646,-.6064633,1.105375,.1902412,.1522003,.3136569,.0619056,.307142,.2980057,.2157565,.2242833,.0501908,26,.0059921,.0128422,.0455813
4,1,4,.4309181,.3432696,.2250508,.0984125,.7013775,.1053586,.4611107,.0947817,.8269637,-1.964587,-1.117289,-.760614,-.3551489,1.252386,.010479,.0101361,-.0098697,.0400499,.0257979,-.0048846,-.0319474,.1639877,.195248,26,.02331,.0083373,.0295919
5,2,1,.5449658,.7353445,-.0317263,.1048253,.6209538,.1141208,.520474,.0789977,.9001366,-1.453761,-1.166079,-.9429356,-.5782924,.9687717,.1316683,.0476124,.1560559,.0889928,.1325046,.0239569,.1564063,.1547759,.036906,26,.0044061,.0258217,.0916497
6,2,2,.5147605,.4633486,.0728578,.1103516,.6324006,.1341017,.4230247,.0898456,.8131772,-1.676905,-1.022978,-.8659745,-.5374704,1.075578,.0534425,-.0323,.0037486,.0018935,.0016891,-.0479869,.0004636,.263526,.0407215,26,.0048616,.0258467,.0917386
7,2,3,.3423327,.2842134,.2713296,.088362,.7682629,.1020967,.6053806,.0829084,.8329377,-1.484533,-.95477,-.5782924,-.2906103,1.311707,.2033042,.0187526,-.0118924,-.0795853,-.0565853,.2867235,.0332801,.1792254,.0362123,26,.0043233,.014309,.0507875
8,2,4,.2519531,.2638275,.4375299,.0789218,.7618366,.1195953,.5000866,.0643454,.8556418,-1.816667,-.8094041,-.4982497,-.2497884,1.548877,.1509413,.0161846,.1021745,-.0534225,.0056805,.0496519,.1788666,.1333917,.0891779,26,.0106467,.0070408,.0249901
9,3,1,.3166752,.5632973,.3022454,.0909307,.6974924,.0809124,.6061153,.1038533,.8153585,-1.676905,-.760614,-.4729319,-.2216175,1.352893,.3914069,.2768523,.0975024,.5937834,-.2322503,.3681976,.1859222,.0712548,.0223725,26,.002671,.0351642,.1248092
10,3,2,.3160769,.3671887,.4882299,.0844786,.803011,.1064276,.6723497,.0717427,.8788272,-1.36675,-.5699936,-.2906103,-.0674668,1.629429,.0204337,.0385307,.0658954,-.0702128,-.0385363,.1598359,.1896253,.1534288,.1231356,26,.0147008,.0221259,.078532
