wk_group,ed_group,age_group,binding,informal,lwh,fs_6_10,fs_11p,fs_6_10_inf,fs_11p_inf,fs_6_10_for,fs_11p_for,lwh_inf_p01,lwh_inf_p05,lwh_inf_p10,lwh_inf_p20,w,wp_formal,wp_fs_6_10,wp_fs_11p,wp_fs_for_6_10,wp_fs_for_11p,wp_fs_inf_6_10,wp_fs_inf_11p,trans_U2E,group_share,region,group_share_all,trans_F2U,trans_I2U
1,1,1,.6854152,.899247,-.3547382,.1240113,.3392417,.1311035,.2873048,.0607118,.8027914,-1.964587,-1.636083,-1.166079,-.9837575,.701357,.411913,-.0497612,.0527734,.2578876,.2492444,-.0323211,.003094,.2239338,.0324912,26,.0038405,.0262489,.102089
2,1,2,.6266362,.5487591,-.0751368,.0942011,.5149003,.0826906,.3034593,.108199,.7720361,-1.676905,-1.32023,-.9837575,-.760614,.9276166,.4715797,.0517446,.0909132,.0175499,.113894,.0682607,.0221755,.1392405,.056,26,.0066192,.0202503,.0787588
3,1,3,.5234315,.4478358,.0874479,.1039042,.5952021,.1049246,.366077,.1030766,.7810353,-1.676905,-1.36675,-.9837575,-.5374704,1.091385,.1429065,.0817471,.1730446,.0382079,.2039627,.1478165,.0961202,.1886836,.0550877,26,.0065114,.0107142,.0416704
4,1,4,.4308652,.3343025,.2197993,.0940938,.707735,.105231,.453825,.0885009,.8352445,-1.763916,-1.137908,-.760614,-.3859206,1.245827,.1501539,.013852,.0758039,.0342914,.1104936,-.0108979,.0355295,.1749395,.1980702,26,.023412,.0074496,.0289737
5,2,1,.567763,.8088551,-.092341,.1063847,.6008561,.1080907,.5436659,.0991654,.8428642,-1.676905,-1.27144,-.9837575,-.760614,.9117942,.0945296,-.0274975,.1782473,.3784913,.31542,-.0770248,.2030716,.1351848,.0360702,26,.0042635,.0233575,.0908435
6,2,2,.569747,.4497378,.0636782,.0981194,.606609,.1067441,.3456273,.0910702,.8199135,-1.676905,-1.166079,-.9429356,-.5782924,1.065749,.0202222,.2111903,.2235268,.1073884,.2432462,.287449,.1725413,.2022238,.0458596,26,.0054206,.0191246,.0743807
7,2,3,.3459498,.3100867,.3202534,.0888758,.7393743,.082769,.5957323,.0916205,.8039353,-.9837575,-.5782924,-.5374704,-.2906103,1.377477,.3074303,-.0521187,.0263642,-.1502025,-.0627277,.1528181,.093662,.0772861,.0327018,26,.0038654,.0113655,.0442036
8,2,4,.282262,.2887062,.4144056,.0890869,.7488364,.1091657,.5133046,.0809371,.844436,-1.859226,-1.097086,-.6270826,-.2497884,1.513471,.122568,.0487215,.0742406,-.0112064,-.0031375,.0479012,.1236628,.1820476,.0875439,26,.0103477,.0068597,.0266792
9,3,1,.2947738,.5536453,.3492626,.1050934,.7330147,.1005798,.6380621,.110692,.8507911,-1.676905,-.8559241,-.450459,-.0674668,1.418022,.5947651,.2276345,.4493311,1.053703,.846611,-.0515353,.5230016,.1841658,.0190526,26,.002252,.0286583,.1114598
10,3,2,.2916984,.3832163,.495913,.0923509,.8031743,.1146785,.6824317,.0784784,.8781934,-1.36675,-.4729319,-.2497884,-.0674668,1.641997,-.0745227,.0533466,-.0154326,-.0616045,-.0928739,.210435,.0867559,.1517954,.1252281,26,.014802,.0171598,.0667393
11,3,3,.1990538,.2849369,.6989712,.0809779,.7959838,.1010843,.5798099,.0729659,.8821244,-.760614,-.4729319,-.203599,-.0029283,2.011682,.1480538,.1176962,.0134695,.0689491,.0216824,.1542615,-.0673002,.2565614,.0943158,26,.0111482,.0098035,.0381286
12,3,4,.1209764,.2278046,.9900666,.0725502,.8368968,.1127535,.6309959,.0606899,.8976395,-1.206901,-.760614,-.2906103,.0195445,2.691414,.0593394,.0332978,.1590317,.0825607,.2210279,-.0133663,.0940495,.1516447,.2175789,26,.0257179,.0044006,.0171153
1,1,1,.6508422,.8068938,-.2339345,.1228799,.3761432,.1243631,.3190629,.1166824,.6146534,-1.676905,-1.453761,-1.166079,-.9837575,.7914137,.1119834,-.18747,.0832462,-.2418083,-.0902723,-.1848725,.1246525,.0940028,.0278976,29,.0035128,.0226182,.0879684
2,1,2,.6896781,.6138235,-.0505078,.1182958,.5321275,.1272022,.3475671,.1041393,.8254845,-1.790233,-1.166079,-.8296069,-.5782924,.9507465,.0855747,.005806,-.0242381,-.0787214,-.0783609,.0314406,-.0474835,.0638619,.0441356,29,.0055575,.0174493,.0678651
3,1,3,.5093945,.3669355,.1875713,.1112225,.7044827,.1237637,.4780067,.1039534,.8357522,-1.453761,-.8659745,-.5374704,-.450459,1.206316,.0183522,.0327175,-.0159059,.0844919,.0798487,.0392026,-.1365549,.0719548,.0437074,29,.0055036,.0092322,.0359067
4,1,4,.3811446,.3051994,.3094844,.0985172,.7315087,.1027368,.4775243,.0966637,.8430743,-1.453761,-.760614,-.5374704,-.2497884,1.362722,.0241901,.0399633,.0320097,-.0648352,-.0717163,.0640181,.0627698,.0609717,.1674517,29,.0210853,.0064192,.0249662
5,2,1,.6257167,.768568,-.0634437,.1791741,.5429491,.2050896,.4578791,.0931108,.82546,-1.389223,-.9837575,-.8094041,-.5782924,.9385269,.1516189,-.0701764,.0278791,.1459991,.157032,-.1826945,.0063304,.0451172,.0361319,29,.0045497,.0201267,.0782783
6,2,2,.4886191,.4138833,.1897832,.1319892,.66873,.1623572,.4848696,.1105449,.7985621,-1.636083,-.9837575,-.5782924,-.3551489,1.208987,.3358288,.1967399,.2016083,.1109486,.091039,.1553705,.1911673,.0593343,.0506571,29,.0063787,.0164793,.0640926
7,2,3,.3559863,.2282733,.3184743,.167751,.6932408,.1834888,.4791552,.1630959,.7565663,-1.964587,-.760614,-.2497884,-.0674668,1.375028,.0998759,.0498792,.1257617,.138591,.1673286,-.0950258,.0624884,.1309372,.0333322,29,.0041972,.0097935,.0380895
8,2,4,.252043,.2046164,.4928965,.082524,.791714,.0938441,.5479849,.0796118,.8544146,-1.328598,-.3776217,-.2497884,-.0674668,1.637051,.089281,.0321056,-.0050811,-.0184636,-.0530735,.1072446,.0641214,.0591827,.1028293,29,.0129481,.0059109,.022989
9,3,1,.3621722,.3666549,.310392,.1261721,.6467757,.0885972,.6170418,.1479248,.6639892,-.834722,-.8167034,-.1627769,-.0674668,1.36396,.1438132,.3211042,.9262567,.1820704,1.290978,.3419739,.7322816,.0571833,.0238464,29,.0030027,.0246943,.096043
10,3,2,.245832,.3228183,.6033188,.0781882,.7885314,.1045378,.6300756,.0656272,.8640687,-.8659745,-.5374704,-.2497884,-.0674668,1.828176,.0847463,.0765755,.1338703,.0247848,.0289227,.0702642,.1750416,.0887727,.1170581,29,.0147398,.0147864,.0575082
11,3,3,.2045237,.183457,.8171209,.0531504,.8616628,.101255,.6542481,.0423424,.9082637,-.7983543,-.2497884,-.0674668,.1148548,2.263972,.1284349,.1012684,.052246,.1908706,.083739,-.0300795,-.0262655,.0635839,.1013471,29,.0127615,.0084475,.0328548
12,3,4,.1166764,.1517418,1.150111,.0663767,.8616497,.124368,.6844179,.0560029,.893354,-.8502261,-.3859206,-.0674668,.1148548,3.158544,.0699162,-.0010418,-.020298,-.0025195,-.0091903,.0250582,-.0601834,.0795934,.2516057,29,.0316818,.003792,.0147479
1,1,1,.5844608,.7351231,.0272577,.078504,.356432,.0830757,.2069231,.0658163,.7713697,-1.453761,-.9837575,-.6552535,-.2906103,1.027633,-.0412675,.1325238,.0359011,-.0097474,.0916192,.2252471,.0067509,.2745308,.0228688,31,.0042179,.0350593,.1363552
2,1,2,.414785,.3713264,.2372071,.1188797,.6092715,.1322855,.2668878,.1109615,.8115007,-.9837575,-.5782924,-.3551489,-.2497884,1.267704,.1538903,.14588,.0710819,.0201359,.0000924,.2568966,.1056395,.2562458,.036046,31,.0066483,.0270473,.1051942
3,1,3,.2832109,.2695418,.372836,.0991842,.6684074,.1101508,.3029431,.0951376,.8032652,-1.676905,-.5782924,-.3551489,-.1082888,1.451846,-.0357516,.0322577,.0672856,-.0549164,-.0316636,.1803188,.3094155,.2802757,.0520339,31,.009597,.0143104,.0556571
4,1,4,.2114508,.229455,.5032043,.0723063,.7561812,.0924805,.3731067,.0662987,.8702542,-1.27144,-.6805712,-.2906103,-.0674668,1.654013,.0657225,.0370466,.0590441,.0311109,.0548605,.0430383,.0454435,.2291791,.2216276,31,.0408766,.0099501,.0386987
5,2,1,.5705472,.5398674,.136936,.106035,.584899,.101381,.4208114,.1114955,.7774207,-1.166079,-.760614,-.4729319,-.1627769,1.146755,.0630943,.0800643,.0824626,.0219315,.0599555,.1159611,.0749736,.1621819,.0565087,31,.0104224,.0311974,.1213352
6,2,2,.3495395,.2858978,.2850221,.0954508,.6753485,.107877,.3326709,.0904758,.8125428,-1.166079,-.5782924,-.3551489,-.0674668,1.329791,.0303328,-.0309282,.032408,-.0466436,.0234748,-.0039732,.0329552,.2827004,.0484585,31,.0089376,.0255437,.0993466
7,2,3,.1519789,.1931515,.5418086,.104444,.7371496,.1266678,.370478,.0991239,.8249272,-.760614,-.2906103,-.0674668,-.0029283,1.719113,.2299767,.0639223,.1431865,-.0203643,.0523548,.1637823,.1542444,.3605786,.0345619,31,.0063745,.0151804,.0590406
8,2,4,.120679,.1959135,.7050316,.0770209,.79024,.124372,.4986358,.0654839,.8612885,-1.079068,-.3551489,-.0674668,.1148548,2.023911,-.0219029,-.0833425,-.1019415,-.049977,-.0597876,-.1071517,-.1692255,.1851533,.096265,31,.0177549,.0091621,.0356341
9,3,1,.3547097,.3496486,.3710674,.1439991,.6697698,.1267949,.5426803,.1532486,.7380971,-.9837575,-.5782924,-.2906103,-.0674668,1.449281,.0612405,.2402313,.1886249,.1135235,.1315357,.5027823,.2631199,.2106394,.0321108,31,.0059225,.0382774,.1488714
