wk_group,ed_group,age_group,binding,informal,lwh,fs_6_10,fs_11p,fs_6_10_inf,fs_11p_inf,fs_6_10_for,fs_11p_for,lwh_inf_p01,lwh_inf_p05,lwh_inf_p10,lwh_inf_p20,w,wp_formal,wp_fs_6_10,wp_fs_11p,wp_fs_for_6_10,wp_fs_for_11p,wp_fs_inf_6_10,wp_fs_inf_11p,trans_U2E,group_share,region,group_share_all,trans_F2U,trans_I2U
1,1,1,0,.6812443,.27547,.1075453,.4049022,.1199128,.2179822,.0811137,.8043872,-1.129809,-.8297046,-.3597011,-.1853476,1.31715,.15601,.2806297,.2862252,.403375,.4459997,.1375015,.2440412,.3566682,.0116256,26,.0013893,.0328453,.0878795
2,1,2,.0143172,.4498184,.4801655,.1299557,.6265459,.1669051,.3471143,.0997465,.855004,-1.012026,-.5420225,-.1853476,.0113627,1.616342,.1644964,.0598257,.0393434,.1435023,.0768002,-.1113939,-.06906,.4761336,.0194518,26,.0023245,.0349197,.0934297
3,1,3,.011272,.2362433,.6209504,.0660527,.7471152,.0650597,.4224867,.0663599,.8475285,-1.23517,-.1365575,.0175933,.1511246,1.860696,.0965271,.0214895,.002408,.0114294,.0024901,.1062342,-.0926321,.3810603,.0175684,26,.0020994,.0169178,.0452645
4,1,4,.0048327,.237433,.6324152,.0624886,.7458857,.1020806,.3679826,.0501613,.8635496,-.9474877,-.5420225,-.2543405,.1511246,1.882151,.1526877,-.0119662,.0408601,.0145982,.0347314,-.063233,.0117201,.4746193,.1407417,26,.0168186,.0058116,.0155493
5,2,1,0,.6915286,.4585886,.109881,.5706837,.1017854,.459152,.1280297,.8207145,-.9474877,-.5420225,-.2543405,.0377959,1.58184,.2148409,.1407304,.0183603,-.198522,-.0893057,.1928436,-.0412293,.5314606,.0265961,26,.0031782,.0308654,.0825821
6,2,2,.0040073,.3078693,.5812407,.072546,.7621568,.1445375,.4655279,.0405232,.8941015,-1.33048,-.5420225,-.1365575,.0457641,1.788256,.2747975,.0182975,.1523743,-.0714063,.2364685,.0866995,-.017222,.2626781,.0250698,26,.0029958,.0297914,.0797085
7,2,3,.0123317,.2217482,.6731465,.045885,.8040984,.051206,.4539251,.0443688,.9038737,-.3878719,-.2543405,.187135,.3742682,1.960396,.0542634,.1507193,.1553659,.0023002,.0060887,.4350943,.3357061,.501514,.0233812,26,.002794,.0164625,.0440465
8,2,4,.0028037,.1772189,.7289475,.0708853,.7858053,.1208036,.4336465,.0601334,.8616568,-.8297046,-.318879,-.031197,.1511246,2.072898,-.0167837,-.0270694,-.0311015,-.0589389,-.0242807,.0511964,-.052859,.3324145,.0905046,26,.0108153,.0065137,.0174278
9,3,1,0,.3713325,.5734947,.051713,.8241071,.0793164,.671128,.0354086,.9144667,-1.417491,-.5420225,-.2055503,.1511246,1.774457,.0511647,.0609814,.1959244,-.110644,.024584,.4634654,.6368057,.3884289,.0300383,26,.0035896,.037195,.0995174
10,3,2,.0004448,.2241206,.7905588,.054716,.8505308,.0968349,.623756,.0425495,.916037,-.6598055,.0329844,.1511246,.3742682,2.204628,.1483799,.0446926,.0627416,.0409771,.040394,.0034331,.0607688,.3543812,.1239527,26,.0148123,.0178503,.0477595
11,3,3,.0015062,.1386758,.9907473,.0463615,.8846303,.1027112,.6117052,.037289,.9285721,-.7243441,-.2825114,.1511246,.3742682,2.693246,.0730028,-.0128313,.0813539,-.0441731,.0498608,.0197061,.0977304,.36462,.1303176,26,.0155729,.0127218,.0340378
12,3,4,.0013204,.1218675,1.116968,.0454606,.8783503,.1151468,.5775439,.0357895,.9200963,-.4084912,-.031197,.1511246,.4102785,3.055576,.0378996,.0580106,.0507414,.0589386,.0489869,.0542898,.0442006,.2947668,.3607521,26,.0431098,.0049043,.0131218
1,1,1,.0197922,.8039577,.3494157,.1279707,.3208483,.1106419,.2183277,.1990351,.7412791,-.7651661,-.5420225,-.4366621,-.1647283,1.418239,.254689,-.0808436,.1102877,.0492741,.500657,-.1106684,.0368144,.059921,.014308,29,.0014979,.031702,.0848204
2,1,2,0,.4223237,.5012345,.0911272,.6134035,.1538242,.1829097,.045291,.928126,-.7243441,-.5012006,-.318879,-.031197,1.650758,.1130717,.0864257,.0891637,.0672991,.1010129,.1246926,.0211328,.2343042,.0172733,29,.0018084,.0337042,.0901775
3,1,3,0,.3432691,.6369936,.1236311,.6756052,.1580173,.2877444,.1056577,.8783377,-1.23517,-.318879,-.031197,.1511246,1.890788,.2149921,.3329214,.4539306,.0362949,.0515767,.3171127,.5061424,.3763945,.01542,29,.0016143,.0163289,.0436889
4,1,4,.0003892,.1911676,.7588897,.091554,.7894914,.1810863,.3544953,.070393,.8923026,-1.101638,-.318879,-.1365575,.1919466,2.135904,.0928601,.0087075,.0450064,-.1647651,-.0889426,.1944746,.089433,.1664377,.1036771,29,.0108541,.0056093,.0150081
5,2,1,.0058719,.6455024,.5674666,.0983782,.7089617,.0776015,.6322994,.1362104,.8485556,-.6373327,-.2543405,-.031197,.1511246,1.763793,.2789279,-.0096645,-.0454369,.0902612,.184676,-.0502032,-.1528157,.057945,.0219809,29,.0023012,.029791,.0797075
6,2,2,0,.34627,.6362585,.112145,.6987987,.1758207,.4848949,.078417,.8121001,-.5420225,-.1365575,.1919466,.3742682,1.889398,.1152023,.108863,.0648314,.2336354,.0528462,.0478676,.1879752,.1519779,.02313,29,.0024215,.0287543,.0769339
7,2,3,0,.1829444,.7220523,.0875655,.8115812,.2082397,.4486162,.0605458,.8928515,-.4907293,-.1958572,-.031197,.4102785,2.058654,-.1573704,-.0285075,.1035212,.0663334,.1266096,-.3689354,-.0021632,.172081,.0214249,29,.002243,.0158895,.0425132
8,2,4,0,.1782009,.8304253,.1078112,.7690041,.2225064,.3712376,.0829404,.8552567,-1.23517,-.2318677,.1511246,.3742682,2.294294,.1321646,.0818482,.1109992,.0447188,.036573,.0254186,.1839117,.3371538,.0881088,29,.0092242,.006287,.0168212
9,3,1,0,.3550966,.6476142,.1087918,.7077287,.1410022,.4823819,.0910561,.8318093,-.9350651,-.077717,-.077717,.1511246,1.910976,.0630514,.2192817,.1874742,.1096639,.1780273,.4117607,.1883889,.2085475,.0197568,29,.0020684,.0359003,.0960533
10,3,2,.0004642,.2371295,.8281,.0672348,.8568465,.0803648,.7139962,.0631535,.9012499,-.2543405,.1919466,.3742682,.5565897,2.288966,.1335662,.0073602,.0650941,-.0260121,.0052744,.0231233,.0681959,.2325841,.1060123,29,.0110986,.0172289,.046097
11,3,3,0,.1356254,1.078348,.0616409,.8829502,.1388064,.6719535,.0495331,.9160569,-.4141892,.1511246,.3742682,.4796287,2.93982,.0842672,.0083946,.1451613,-.0667683,.0212663,.0542542,.2589179,.3259478,.1354808,29,.0141837,.0122789,.032853
12,3,4,0,.0952382,1.248391,.0543508,.8965043,.1434491,.6069117,.044972,.9269878,-.4084912,.2156631,.3742682,.5077996,3.48473,.0195448,-.0256188,.0491856,.0067237,.090606,-.0746949,-.0426099,.2189665,.4334272,29,.0453761,.0047336,.012665
1,1,1,.0118065,.5436045,.606545,.0880553,.5683417,.0919258,.339037,.0834453,.8414624,-.4774841,-.100547,.1511246,.4102785,1.834084,.0349925,.0695422,.0310329,.0641672,.0361091,.0712802,.017376,.2314971,.0117499,31,.002534,.0285071,.0762724
2,1,2,0,.2099532,.740207,.0879305,.7566351,.1041405,.3736669,.0836228,.8584082,-.031197,.1735975,.3694566,.49729,2.096369,.1813711,.184136,.1299751,.2211048,.1262669,.0200433,.0954063,.6157994,.0136572,31,.0029454,.0303075,.0810896
3,1,3,.0021157,.2302772,.8139836,.0487689,.7445216,.0773719,.2802714,.0402118,.8834108,-.5420225,-.1365575,.3334461,.49729,2.256881,.222273,.1275704,.0779212,.0673003,.0541269,.4173336,.0010345,.6433909,.0151687,31,.0032714,.0146833,.039286
4,1,4,.002272,.1830628,.8632007,.0681153,.7980391,.1029976,.394715,.0602988,.8884177,-.5420225,.1511246,.3742682,.49729,2.370737,.0026248,.0284829,.0452892,.0630954,.0501117,-.0617394,.0541134,.5859386,.1560234,31,.0336488,.005044,.0134956
