wk_group,ed_group,age_group,binding,informal,lwh,fs_6_10,fs_11p,fs_6_10_inf,fs_11p_inf,fs_6_10_for,fs_11p_for,lwh_inf_p01,lwh_inf_p05,lwh_inf_p10,lwh_inf_p20,w,wp_formal,wp_fs_6_10,wp_fs_11p,wp_fs_for_6_10,wp_fs_for_11p,wp_fs_inf_6_10,wp_fs_inf_11p,trans_U2E,group_share,region,group_share_all,trans_F2U,trans_I2U
1,1,1,.7439541,.8535397,-.2801978,.119578,.334338,.1186936,.2610936,.1247323,.7611909,-1.636083,-1.206901,-1.079068,-.760614,.7556342,.321948,-.0591235,.0433582,.1858075,.2954213,-.0645772,-.0096283,.2669794,.0315386,26,.003756,.0302556,.1158093
2,1,2,.6395257,.5833743,-.1016442,.100812,.5081567,.099376,.2922236,.1028227,.810514,-2.013377,-1.389223,-1.048296,-.6736026,.9033509,.1356647,.0232634,-.0039189,.0696752,.1300794,.0540522,-.0977013,.2312426,.0549225,26,.0065409,.0268241,.1026745
3,1,3,.4930249,.4926268,.0606692,.1119992,.5686293,.1047273,.3427908,.1190597,.7879038,-1.676905,-1.389223,-.9837575,-.5782924,1.062547,.0202507,.0092345,.079964,-.1229752,.0166243,.1768359,.0831761,.2068305,.0526573,26,.0062711,.0142835,.0546729
4,1,4,.4163134,.336326,.2166199,.0882416,.6989975,.10669,.418092,.0788926,.8413503,-1.900048,-1.166079,-.760614,-.4729319,1.241872,.0524856,.0263361,.055649,.0238047,.0876637,.0507213,.01977,.1846723,.1892316,26,.0225361,.0086253,.0330151
5,2,1,.6342034,.7551358,-.0784998,.1415056,.5620334,.1556959,.4625861,.0977441,.8687183,-1.676905,-1.27144,-.9837575,-.6270826,.9245022,.0723957,-.056183,.0440961,.1658742,.1885425,-.0763307,.0440186,.1224468,.0365917,26,.0043578,.0265115,.101478
6,2,2,.5107028,.4249572,.1027362,.0953555,.6824486,.1173596,.4776102,.0790944,.8338243,-1.453761,-1.079068,-.8559241,-.3859206,1.108199,.1948914,.0598679,.1504475,-.1678909,.0535676,.1777353,.1338564,.1503621,.0424464,26,.0050551,.0285827,.109406
7,2,3,.4050405,.3156011,.2460238,.0935918,.7375583,.0786872,.5671219,.1004649,.8161527,-1.859226,-.9837575,-.5782924,-.3859206,1.27893,.1640642,-.0579715,.0510868,-.1605178,-.0015257,.1725626,.1165543,.1865886,.0334902,26,.0039884,.017948,.0686997
8,2,4,.3022316,.2590039,.4106957,.0865225,.7589355,.1172795,.5204843,.0757718,.8422824,-1.859226,-.9837575,-.5194519,-.2216175,1.507867,.0443583,-.0108427,-.0194516,-.1458033,-.080269,.1655372,.008017,.1597193,.0915839,26,.010907,.0080309,.0307401
9,3,1,.3384483,.5064604,.3354774,.1468792,.641451,.1167068,.5537986,.1778416,.7313982,-1.676905,-.760614,-.450459,-.1444278,1.398608,.2845957,.1760139,-.0766313,.047962,-.3804007,.309341,.0836974,.1055107,.0230354,26,.0027433,.0319945,.1224655
10,3,2,.2957479,.3555197,.5259054,.0817584,.8064741,.1168138,.6666651,.0624205,.883598,-1.166079,-.4729319,-.1953002,.0195445,1.69199,.0238537,.0384163,.034108,-.0981989,-.011184,.1826275,.0444346,.1534891,.127862,26,.0152274,.0201867,.0772686
11,3,3,.2173389,.2478425,.7360932,.0746389,.8080947,.1077154,.5621122,.0637399,.8891481,-1.27144,-.5137539,-.2299857,.0378937,2.087763,.1486099,.1894283,.108326,.1752473,.1047686,.2071571,.0606757,.178341,.0969158,26,.011542,.0112683,.0431317
