wk_group,ed_group,age_group,binding,informal,lwh,fs_6_10,fs_11p,fs_6_10_inf,fs_11p_inf,fs_6_10_for,fs_11p_for,lwh_inf_p01,lwh_inf_p05,lwh_inf_p10,lwh_inf_p20,w,wp_formal,wp_fs_6_10,wp_fs_11p,wp_fs_for_6_10,wp_fs_for_11p,wp_fs_inf_6_10,wp_fs_inf_11p,trans_U2E,group_share,region,group_share_all,trans_F2U,trans_I2U
1,1,1,0,.7364886,.2334956,.0972946,.4072766,.0951697,.2819963,.1032334,.7574227,-1.275992,-.8784948,-.7243441,-.2543405,1.263007,.1531333,.2524149,.1887042,.11747,.169769,.5084352,.1570125,.2059453,.0112875,26,.0013371,.0229086,.0685049
2,1,2,.0100561,.4384692,.480131,.0820559,.6526556,.0850246,.3804194,.0797378,.8652302,-1.012026,-.5420225,-.1365575,.0113627,1.616286,.1897075,.0021885,.0971082,.0219002,.0579443,-.1027466,.0512354,.7119042,.0196474,26,.0023273,.0305406,.0913273
3,1,3,.0052862,.2398416,.6218773,.0621558,.7438195,.0769775,.4147684,.0574793,.8476401,-.4730297,-.031197,.0865861,.1511246,1.862421,.1256862,-.0488168,.0322252,-.1238862,-.0082845,.1075945,.1158767,.0985378,.0188992,26,.0022387,.0155098,.04638
4,1,4,.0032951,.2442866,.6510104,.0693744,.7177573,.0953701,.3475334,.0609712,.8374332,-.7243441,-.318879,-.0824903,.1511246,1.917477,.1519788,.0115415,.0556649,.0102296,.0171536,-.016215,.106378,.3222533,.1363607,26,.0161526,.0059582,.0178171
5,2,1,0,.6927259,.4629637,.1163943,.5004715,.1457249,.3478017,.0502708,.844654,-.8297046,-.4366621,-.2543405,-.0113943,1.588776,.6727423,.0909715,.1256017,-.4241367,-.3559939,.5220271,.3051862,.2365558,.0252098,26,.0029862,.0289279,.0865049
6,2,2,.0058739,.3179895,.5725625,.0899118,.7374426,.1672793,.4214341,.053839,.8847825,-.7243441,-.1853476,.0175933,.1919466,1.772804,.0988336,-.0138769,.0448412,-.0548851,.0870509,.0222608,-.0128465,.3366592,.0268037,26,.003175,.0266351,.0796485
7,2,3,.006354,.2670391,.668577,.0480903,.7806165,.0426624,.5405099,.0500679,.8680943,-.318879,-.2543405,-.072019,.2564851,1.951458,.0707914,-.2262365,.0891646,-.3071655,.0025144,.2736162,.1650551,.6283637,.0194847,26,.0023081,.0167504,.0500898
8,2,4,.003155,.1981909,.7469918,.0621503,.7940651,.1220835,.4421493,.047336,.8810516,-.8043869,-.318879,-.031197,.187135,2.110641,.0426573,-.0166339,.0295634,-.0426829,-.0205652,.0150028,.0988497,.4659943,.0888036,26,.0105193,.0060993,.0182391
9,3,1,0,.3970931,.6057392,.0555462,.8256232,.090804,.6533139,.0323243,.9391114,-1.052848,-.318879,.0329844,.2762878,1.832606,.0154887,-.116333,.0670163,-.3850251,.024035,.1565066,.164863,.4115709,.0339926,26,.0040266,.0385078,.1151524
10,3,2,.0004214,.2336729,.8140163,.0551155,.846922,.0964245,.622964,.0425193,.9152126,-.6373327,-.1365575,.1511246,.4102785,2.256954,.1611407,.0288395,.0388575,.0353446,.0189643,-.0563071,.012356,.3773122,.1306356,26,.0154745,.0209986,.0627935
