wk_group,ed_group,age_group,binding,informal,lwh,fs_6_10,fs_11p,fs_6_10_inf,fs_11p_inf,fs_6_10_for,fs_11p_for,lwh_inf_p01,lwh_inf_p05,lwh_inf_p10,lwh_inf_p20,w,wp_formal,wp_fs_6_10,wp_fs_11p,wp_fs_for_6_10,wp_fs_for_11p,wp_fs_inf_6_10,wp_fs_inf_11p,trans_U2E,group_share,region,group_share_all,trans_F2U,trans_I2U
1,1,1,.6735494,.9036241,-.2536265,.1057157,.3599753,.1151905,.3017521,.0168802,.9058779,-1.859226,-1.36675,-1.079068,-.760614,.7759816,.3207294,-.1806739,-.0253948,-.2513429,-.1863788,-.1699337,-.0215706,.2255852,.0328883,26,.0039017,.0222866,.0882863
2,1,2,.6522649,.5470926,-.0691642,.0855687,.5583315,.096649,.3126236,.0721842,.855136,-1.676905,-1.389223,-.9837575,-.5782924,.9331734,.2231146,.0933582,.1095476,.1806013,.1475629,.0294376,.0824582,.1619492,.0525309,26,.006232,.0243102,.0963025
3,1,3,.5004023,.4969457,.0759519,.1070591,.570274,.1169951,.3589031,.0972438,.7790782,-1.676905,-1.166079,-.878397,-.4729319,1.078911,.1977427,.0318493,.1337654,-.0599653,.0996474,.1139573,.0992986,.1804035,.0539216,26,.006397,.014332,.0567747
4,1,4,.4147928,.335297,.2223255,.0907828,.6983789,.0924522,.4459833,.0899407,.8256952,-1.716125,-.9837575,-.760614,-.3675714,1.248978,.0461616,.0251514,.0567776,.0017856,.0453406,.0509338,.0558589,.2275533,.1966347,26,.0233278,.0094254,.0373378
5,2,1,.5366356,.7637296,-.0500114,.1031841,.6067716,.1060874,.5230094,.0937992,.8775281,-1.453761,-1.170635,-.9837575,-.6270826,.9512185,.0989826,.0641613,.1972039,.1333628,.2342746,.054407,.1952226,.1619208,.0391809,26,.0046482,.0259042,.102617
6,2,2,.5247283,.4570446,.094307,.1121811,.607338,.1304545,.3748499,.0967991,.80304,-1.453761,-1.022978,-.801436,-.4729319,1.098897,.1274145,.0092122,.1539775,-.0783286,.1300117,.0884029,.1270775,.1578922,.0444305,26,.005271,.0238958,.0946609
7,2,3,.3835077,.2998486,.2747008,.087551,.7623903,.0581548,.6210759,.1001403,.8229099,-1.549071,-.9837575,-.5782924,-.2906103,1.316137,.1321489,.0964965,.0560577,.0820025,.0717585,.1474998,.0252805,.1584331,.0330969,26,.0039265,.0142379,.0564021
8,2,4,.2894326,.2676687,.3984447,.0934867,.7321314,.126285,.4388584,.0814989,.8393234,-1.571544,-.760614,-.5137539,-.2497884,1.489506,.1014434,.1255669,.1023692,-.025592,.0104541,.2836337,.1221798,.1807519,.0933459,26,.0110741,.0070133,.0277825
9,3,1,.4510442,.4733185,.2493149,.1445682,.6534736,.1061306,.5609169,.1791113,.7366524,-1.676905,-.760614,-.3647183,-.1444278,1.283146,.6203964,.0110822,.0313241,-.0826576,-.1313944,.0539451,.0993274,.1736618,.0230149,26,.0027304,.0291051,.1152968
10,3,2,.3013718,.3944677,.49284,.087008,.806749,.1117556,.6876885,.0708865,.8843098,-1.27144,-.4729319,-.2497884,-.0674668,1.636959,.0869581,.0613696,.0285684,.0145959,.0752724,.1184512,-.0360648,.1275321,.1208455,26,.0143365,.0188389,.0746285
